AREA,AGE,YEAR,SEX,Value,Flags
073,TOTALALLAGES,2015,SEX3,30600,
073,TOTALALLAGES,2016,SEX3,30900,
073,TOTALALLAGES,2017,SEX3,31100,
073,TOTALALLAGES,2018,SEX3,31400,
NZTA,TOTALALLAGES,1996,SEX3,3732000,
NZTA,TOTALALLAGES,2001,SEX3,3880500,
NZTA,TOTALALLAGES,2006,SEX3,4184600,
NZTA,TOTALALLAGES,2007,SEX3,4223800,
NZTA,TOTALALLAGES,2008,SEX3,4259800,
NZTA,TOTALALLAGES,2009,SEX3,4302600,
NZTA,TOTALALLAGES,2010,SEX3,4350700,
NZTA,TOTALALLAGES,2011,SEX3,4384000,
NZTA,TOTALALLAGES,2012,SEX3,4408100,
NZTA,TOTALALLAGES,2013,SEX3,4442100,
NZTA,TOTALALLAGES,2014,SEX3,4509700,
NZTA,TOTALALLAGES,2015,SEX3,4595700,
NZTA,TOTALALLAGES,2016,SEX3,4693200,
NZTA,TOTALALLAGES,2017,SEX3,4793900,
NZTA,TOTALALLAGES,2018,SEX3,4885500,
074,TOTALALLAGES,1996,SEX3,13500,
074,TOTALALLAGES,2001,SEX3,12750,
074,TOTALALLAGES,2006,SEX3,12400,
074,TOTALALLAGES,2007,SEX3,12300,
074,TOTALALLAGES,2008,SEX3,12300,
074,TOTALALLAGES,2009,SEX3,12350,
074,TOTALALLAGES,2010,SEX3,12400,
074,TOTALALLAGES,2011,SEX3,12450,
074,TOTALALLAGES,2012,SEX3,12400,
074,TOTALALLAGES,2013,SEX3,12400,
074,TOTALALLAGES,2014,SEX3,12400,
074,TOTALALLAGES,2015,SEX3,12450,
074,TOTALALLAGES,2016,SEX3,12450,
074,TOTALALLAGES,2017,SEX3,12450,
074,TOTALALLAGES,2018,SEX3,12500,
075,TOTALALLAGES,1996,SEX3,54200,
075,TOTALALLAGES,2001,SEX3,51100,
075,TOTALALLAGES,2006,SEX3,51600,
075,TOTALALLAGES,2007,SEX3,51700,
075,TOTALALLAGES,2008,SEX3,51700,
075,TOTALALLAGES,2009,SEX3,52100,
075,TOTALALLAGES,2010,SEX3,52600,
075,TOTALALLAGES,2011,SEX3,53200,
075,TOTALALLAGES,2012,SEX3,53200,
075,TOTALALLAGES,2013,SEX3,53200,
075,TOTALALLAGES,2014,SEX3,53700,
075,TOTALALLAGES,2015,SEX3,54200,
075,TOTALALLAGES,2016,SEX3,54700,
075,TOTALALLAGES,2017,SEX3,54800,
075,TOTALALLAGES,2018,SEX3,55200,
